text,label
ተሸነፈ ሚስት ሮጠ እንድሉ አበው ዳውድ ጮኸ ,0
ግንባታወች ግብአት ሲሚንቶ ተገኘ አገር ሲሚንቶ ፋብሪካወች ,1
ታድያ ከተማ ቈየ አጋጣሚወች ወጣት ስራ ተሰማርተው ቻለ ,0
ይሁን ድርጅት ሰራ ባለድርሻ አካል ደንበኛ ቅሬታወች ቀረበ ,0
አንብቦ ቅኔ ፈታ ሰሙ ድንጋይ ስር እዮብ መኮንን ተሰኘ ወርቅ ,0
ብሄር ያህል እሱ ዘንድ ቈጠረ ዋጋ ቢስ ,0
ሙት ትልቅ ታናናሾችን ዙፋን ቆመ አየሁ መጽሃፍ ጥቅልል ከፈተ ,1
ሃይለ ሰቀለ ቀደም ከተማ ልማት ቤት ኮንስትራክሽን ሚኒስትር ደኤታ ,1
ናደ አባ አባት ሆይ አንተ ዘንድ ተቻለ ጽዋ እኔ አረቀ ,1
አፍሪካ ኤሊት ዋና ዳኘ አንዱ ዋንጫ እጭ ዳኝነት ኛ ደረጃ ተገኘ ,1
ሄሮሽማ ሰራ አንግቦ ተራራ ወረደ ትእይንት ፈተና ቀላል ,1
አምስት ችግኝ ተከለ ሎጊያ ከተማ ገነባ ናዝሬት ቍጥር ሆቴል ,0
የቢሮክራሲውን ማነቆ ውግድ አገልግሎት ፈጣን መሰረተ ልማት ሞላ ድርግ ,1
ደገመ ሽግግር መንግስት ባለስልጣን ጥምር ሃይሉ አደጋ ደረሰ ይስተዋላል ,1
ታድያ ነገደ ሞት ጠጠረ ሰው እርስ አመመ ረዳ ቈየ ,1
ድረ ገጽ እኛ ደረጃ ተቀመጠ ስዊድን ሃገር የሚሊየነሮቿ ሻ ,0
ጦርነት የወንበደወቹ አለቃ አብዱል ቃድር ተሹለክሉኮ አመለጠ ግብረ አበር አለቀ ,1
ህጋዊ እውቅ ሰጠ ቦርድ እውቅ ሰጠ ወሰደ ፓርቲወች ,0
እቅድ መተግበር ቀረ አሰበ ከበደ ለመደ አይነት ውጥን ,0
ገለጸ ሃረር ተነሳ ጀኔራል አልቤርቶኒ እስረኛ ሃረር ገባ ,0
ሽፍታ አከከ እርጉዝ ሴት ጤና ባለሙያ መከረ ጸረ ሂስታሚን ወሰደ ቻለ ,0
እጅግ ማረከ ሃይማኖታዊ ትእይንት ታቦታቱን አጀበ ጎንደር ጐዳናወች ቀስታ ይፈስሳል ,1
ፕሬዚዳንት ኢትዮጵያ ድርግ ጉብኝት ትልቅ ፕሮጀክት ይፋ ተደረገ ጠበቀ ,1
እናንተ ተገኘ ኖረ መሰለ ስሜት ሰማ ጥርጥር ,0
ሃኪም ምናልባት ፈለገ ደም አይነት ተገኘ ስጋት መጀመርያውኑ ዛለ ,0
ረገድ መንግስት ከፍተኛ ድርሻ ወሰደ ተንቀሳቀሰ ስጋት ቀነሰ ,1
መሰረታዊ ለውጥ ቈረጠ አመራር ሩቅ አሳቢ ግልጽ ጠራ ራእይ ያለው ,0
ይሁን ዘንድሮ ሰው ራስ ጉዳይ ተወ ሰው ጉዳይ ጥልቅ ለመደ ,1
መድን አደሰ አበባ ብቸኛ አንበሳ ግቢ መሰረተ ስልሳ ስምንት አመት ቈጠረ ,1
ሁሌም ደስታ ብሄር ብሄረሰ ቦችና ህዝብ እኩልነት ሰፈነ ደነበረ አያሻም ,1
ሁለተኛ ጨረሰ ክፍል እነሆ በእዚህ መልክ ቀረበ መልካ ንባብ ,0
ጨመረ ቅዱስ የቅብአት ዘይት ብልሃት ቀመመ ጥር መአዛ ያለው ንጹህ እጣ ተዘጋጀ ,1
ተነሳ ስለእዚህች ወጣት ተደመመ እርስ ምሳሌ ,1
መጽሃፍ ቅዱስ ገለጸ ኢየሱስ ገሃድ ኖረ ሰው አመነ ሰወችም ,1
ሜጋ ዋተተ መነጨ ትልቅ ኤሌክትሪክ ሃይል ማመንጫ ጣና በለስ ,0
እኔ ላከ እናንተ ከፍ ተመለከ ምንድን ,0
ሩት አደገ ሙት ባህር በስተ ምስራቅ ገነነ ሞአብ አንድት ትንሽ አገር ,1
ኢትዮጵያ ገቢወችና ጉምሩክ ባለስልጣን በጀት አመቱ ቢሊዮን ብር ሰበሰበ አቀደ ,0
እድሜ ህይወት ገጽ ወደደ ወደደ ፍቅር መፈቀርም ኖረ ,0
ጣኦት ተመለከ ስነ ምግባር ብልግና ፈጸመ አነሰ ሃጢአት ,0
ብረት ቀለጠ ማሽን ህንድ ተገዘተ መጣ ብረት መዋቅር ቻለ ገዛ ,1
ኢብን ባቱታ እኤአ አመመ ሞሮኮ ገነነ ታንጅር ስፍራ ወለደ ,1
ነዋሪወቹን ተጠነቀቀ መአት መጣ ትንቢት ውርእ ፈለገ ተናገረ ,0
እነሆ አደሰ ዘመን ጋዜጣ መሰረተ ህዝብ አገልጋይ አተመ ጀመረ ኛ አመቱ ደፈነ ,1
ተነሳ ቀፈፈ ደረጃ ልማት ፈጠነ ቻለ ስልት ቀየሰ አወቀ ,1
ድሃ ህፃን ስም ያጋበሱትን እርዳታ ቢጤ ልጅ ውድ ትምህርት ቤት አስተማረ ,1
የትኛው አካል አይነት እጥፋት አዝማሚያ አሉታዊ ንትርክ ጠመደ ,1
አሜሪካ ጽንፈኛ ሽብር ጥቃት ስጋት ጨመረ መጣ አኳያ ዜጋ ጉዞ ተጠነቀቀ ሰጠ ,1
ህዝብ ፍላጎት ገዛ ይልቅ ሃይል መረጠ ይፋ አወቀ ,1
ጠየቀ አወቀ ረሳ ተወ ዘመድ ሞት ነጠቀ አመነ ወሰደ ,0
እርግጥ መድን ወሰነ አመት ወድህ ታየ ያለው ፈጣን ለውጥ ለማ ድብቅ ,1
ቀረ ሚስተር እስተርን ብዙውን አወቀ መሰለ ቀረ ቻለ ,0
አፈር ክምር ስር ቁፋሮ ተገኘ ቤተመፃህፍት ከሳ በላይ ሰነድ ወጣ ,1
እነሱ አፍሪካ ቀንድ ጋና ባህረ ሰላጤ የሜድትራኒያን ባህር ውሃ ሰሜ ሊቢያ ,1
ጎንደር ክፍለ ሃገር የአፄወች ትግራይ ክልል የኢህአደግ ተወዳደረ ስህተት ,1
በደል ተዘጋጀ ዋና ቅጅ ጀመረ ገጽ ገደማ አተመ መጽሃፍ ቅዱስ ,1
አንዳንድ ደባ ጥንት ሱባ ቋንቋ ፃፈ መጽሃፍ ደበቀ ንጉስ ተረከበ ,0
ምሳሌ ጆን ኤፍ ኬኔድን ጠቀሰ ታላቅ ሃገር ፕሬዚደንትነት ደረሰ ቻለ ,0
አመት ሞላ አምላክ እንደት ተገለገለ ቻለ ቁም አሰበ ጀመረ ,0
ኤጀንሲ ጠቀለለ ሚኒስቴር ሰራ ቤት ስር ተደረገ አሰበ ,0
መልካ አስተዳደር ሰፈነ አኳያ ህዝብ ተሳተፈ ሰራ ጉልህ ፋይዳ ,1
ሰላም ለዝክረ ስምኪ ሃዋዝ ጀመረ ለዘኢያፈቅረኪ እግዝእትየ ቍጥር ,1
ሾመጠረ ሴራ ሌብነት እኮ ያዘ ወይ እሄ እስኪ አለፈ እንየው ,1
ዘመን አደመ ዘና ተደሰተ መድረክ እሱ ታላቅ ክብር ሰጠ ,1
ስምምነት ተካሄደ ስፔን ከተማ በቶርደሲላስ ሰየመ ውል ፈረመ ,1
ስመጥር ፈረስ ስፖርተኛ ረብጣ ረብ ዶላር ባለቤት ድርግ ,0
ስራ ያህል ትጉ ጠንቃቃ ሃላፊነት ሰማ ሰውየ ዘንድ ወደደ ,1
ሃይሌ ኮሪያ ስሪት የሆነውነን ሃዮንዳይ ተመካ በወኪልነት መጣ ጀመረ ከረምረም ,0
እነሱ ወረቀት ለጠፈ ፈቀደ ተነሳሽነት ደነቀ ,0
ድንጋጌ መሰረት አልኮል መጠን መቶ በላይ መጠጥ ምርት ተዋወቀ ,0
አቢግያ እምነት ረገድ ተወ ምሳሌ ተከተለ አሰበ የትኛው መንገድ ,1
ቋንቋ የምናነበው ራስ ቋንቋ የምናነበውን ያህል ልብ ነካ ቻለ ,0
ለወጠ ዘይቤ ሁለት ያለው መሳ ጐላ ዘይቤ ,0
ግንኮ ባላንበሳና ነጋሪት ምልክት አገራዊ ለዛ አማረ ,0
ማእከላዊ ንጉሰ ንጉስ ደከመ ሃገር መሳ ከፈለ ዘመን ,0
ቀረ ባሻየን በአካል አወቀ አንዳንድ ዘገባ ተሰራጨ ስልጠና ወሰደ ቀረ ,0
ቤልሻዛር ሆይ አንተ ልጅ መጠን አወቀ ትህትና ,0
ሽያጭ ስራ ጀመረ አመመ ሚሊዮን ሽህ ብር ኪሳራ መዘገበ ,0
ዩኒትኤድ ቀፈፈ ጤና ኢንሸቲቭ መሰረተ ሊቀመንበር ,0
አናት ከርስ ወረደ ደመቀ ከርስ አናት ውጥእ ጨለመ ነፍስ ,1
አቋም ግትር ተነገረ ሚሰማ አይነት ሰው አደለ ,1
እስር ለቀቀ ወጣት ስራ መስክ መለሰ ዛድግ ጨመረ ገለጸ ,1
ገበሬ ቀስ በቀስ ውጥእ የምስር እጥረት ቀጠለ ቀረ እምነት ,0
ባህር ወደብ ሃገር በለጠ ተጠቃሚወች ,1
መርዶወቻችንን ቅርብ ሰማ አወቀ ወጣት አዛውንት ልክ ቈጠረ ቀረቀረ ,1
አክሊል ገረመ አወቀ አይን ጨንቆር ድርግ ,0
ኢየሱስ ምድራዊ ህይወት መገባደጃ ጭካኔ ድርጊት ጽናት ተቋቋመ ፈለገ ,0
አስተሳሰብ ትክክለኛ አስተሳሰብ ዳበረ መልካ ምግባር ያዘ ኖረ አሰረ ,0
ታድያ ያህል ሃቀኛ አለበ ጉዳይ ረገድ ተመነ ቻለ መስፈርት ,1
ደብር መጣ ታቦታት በእምነት ተከተለ ዝማሬ አጀበ ጃንሜዳ ከተመ ,1
በሃገሪቷ አተመ ተሰራጨ መፃህፍት አረመ ቤት ገባ ለም ከለከለ ገባ ,1
ሶስተኛ ጠባይ ድንገት ተሳሳተ ፃፈ በላዺስ ጠቀመ ጠፋ ቻለ ,0
ሚኒስትር ህዝብ ተሳተፈ አገዘ ጥልቅ ተሃድሶ ፈለገ ውጤት መጣ ,1
ጥያቄ ድርቅ ጐዳ ወገን ገባ እርዳታ እህል ምክንያት ጅቡቲ ወደብ ተጨነቀ አወቀ ,1
የትኛው አገር ሙስና ጸረ ደሞክራሲያዊነትን ሰላም እጦት ሁከት ተዘወተረ ፈለገ ,1
ማግስት ጠዋት ኢየሱስ ደቀ መዛሙርቱ ሰወቹ ጀልባ ሰፈረ ተከተለ መጣ ረዳ ,0
ማሪዋናን ሙከራ ወሰደ ስድስት ሰወች አንዱ በዛ ሰመጠ ቀረ ,0
አደሰ አበባ ኢትዮጵያ አፍሪካ መዲና ምስጢር ደገመ ታየ ,1
ሰወች አክብሮት አዞ አካል ረዳት ,0
አላማወች ተሳካ ስፖርት ትልቅ ቁልፍ ሰራ ድርግ ጠቀመ ,0
አገልግሎት ክፍያ ሰጠ ገንዘብ ኖረ ተሻገረ ቻለ ,0
ግድብ ሃይል መነጨ አቅም ሜጋ ዋተተ ሜጋዋት ቀነሰ ጠየቀ ,0
የጽህሙም ቀለም ጸጉር ቀለም መሰለ ረዘመ ሁለት ወገን ከፈለ ,0
ኢየሱስ ተናገረ ትንቢት ፈጸመ መላ ጠቈመ ምንድን ,0
አንደኛ ተወዳጀ ገነነ ሌላኛው ምስጢር ውጥእ ላላ ,1
ቅጽበት እሷ የአስራ አራት አመት ኮረዳ ፈታ ,1
ጠቀመ ምክር ረገድ ቤተሰብ አባል ጓደኛ ረዳ ለም ጠየቀ ,1
በሞስኮው ኦሊምፒክ ታሪክ ቀየረ ጀግና ከወደ አፍሪካ ቀንድ ብቅ ,0
አብራም ሏላዊ ጌታ ያህዌ ይች ምድር ርስት ድርግ ወረረ እንደት አወቀ ,1
ረቂቅ ማብራሪያ ተቀመጠ ህግ ሽእል ምክንያት ምክንያት ዘረዘረ ,1
ሚስት ፈቶ ግብእ መነዘረ በአል ፈታ ሴት ግብእ መነዘረ ,1
እውነት እውነት ሰው ቃል ጠበቀ ፈጸመ ሞት አየለ ,0
እሳቸው ተጫወተ አደሰ አበባ ራስ አምስት ያህል ውድድር ተዘጋጀ ,0
በትያትርና ፊልም ስራወች ቀድሞ ባንድራን ጠቀመ ከለከለ ደንብ ህግ መጠጠ ,0
በርግጠኝነት ተናገረ ቀን ስኬታማ ሆኘ ራስ አለፈ ረዳ ቻለ ,0
አምቦ አካባቢ ህዝብ ደርግ ሰራዊት ተባበረ ጽናት ውግእ ተነገረ ,0
አዘዘ ስራወች ጨረሰ ምኒልክ ሰራዊት መራ ሃዳር ቀን ቆንጦላ ሰፈር ,0
ፕሮሲድንጎቹ አተመ አካሄደ አውደ ጥናት ተመለከተ ጽሁፍ አተመ ,1
ህማማት ክርስቶስ ያዘ ገረፈ ተሰቃየ ሞተ ሰቀለ ተመለከተ ,1
ስምንተኛ ክፍል ለቀቀ ፈተና ወሰደ ዘጠነኛ ክፍል ተዛወረ ከፍተኛ ነጥብ ,0
ኛው ደብዳቤ ረገጠ አመመ ፍተሻ ተደረገ ረዳ ,0
ጠበቀ ወንበር አለፈ ባህርዳር ከነማ ውሰት ,0
በህገ መንግስት ገባ ተመለከተ ዋስትና ያለው ደሞክራሲ ሰፈነ ህልውና ጉዳይ ,1
በፓናሉ አባይ ዙሪያ ተጠነጠነ ጥናታዊ ጽሁፍ ቀረበ ውይይት ተደረገ ,0
ዘይት ቀመመ ቀረፋ ከርቤ ደስ ሽታ እጽ ቀላቀለ ,1
ህዝቅኤል ዘመን ቃል ቃል ግንባር ምልክት ተደረገ ሰው ,0
በተጨማሪ ሰወች አገር ውጭ ይዘት ስርጭት ተከተለ ,0
እውነት አይነት ኑሮ ደረጃ ህዝብ ,0
ኮከብ ቆጣሪወች አወቀ ይሁን አወቀ ህፃን ኢየሱስ ትልቅ አደጋ ጣለ ,0
ከችጋርና ረሃብ ተነሳ ዛለ ወደመ ወና ደረቅ ምድር አላመጠ ,1
አሉባልታ አፈ ታሪክ ህክምና ስልጠና የወሊድ ተከላከለ አፍሪካ ሰፋ እንቅፋት ,1
ግሪክ ሰወች አጉል እምነት የፈረጁ እምነት የሚተ ገበረ ሃገር ,1
እናት ሞት ያለው አደገ በአል ሃገር ,0
ከቤተ መንግስት ባለሟል አሽከር ዘንድ ሰፋ ተነገረ አፈ ታሪክ ,1
ተጠያቂነት መንግስት መዋቅር አስፈፃሚ ግል ዘርፍ ሰፋ ,1
ኢትዮጵያዊ ዘመን ሃገር ተንሰራፍቶ ድህነት ሰላም እጦት ገፈት ቀመሰ ,1
ኤሌክትሪክ ወጭው ከበድ ሰወች ሃይል ቈጠበ ምድጃ በአማራጭነት ጠቀመ ,0
ኖክ ሞተር ዘይት ቅባት ተቀነባበረ ፋብሪካ ገነባ ዝግጅት ,0
ሙከራ ክልል ከተማ አስተዳደር ናሙና መረጠ ቦታወች ተካሄደ ጠቈመ ,0
ጨመረ አንተ ትዳር ጓደኛ ገንዘብ አያያዝ ረገድ ልማድ ቻለ ,1
ሻረ ደም መከረ ሻረ ደም ሃይሉ ስለሚተናኮል ,0
ባሻየ አንደኛ አደመ ሰውየ ይኼ ግንብ ዝም ናደ መሰለ ,1
አቀደ መፍትሄ ተበጀ ቻለ መዘነ ችሎታ ሰጠ ,0
ኢየሱስ ተከተለ ረገድ እሱ ምሳሌ ተከተለ አንሳሳ በቃ ምክንያት ,1
ሰበሰበ ጀመረ ወድህ ዝም ሸጠ ገባ ,0
ሊብራል ደሞክራሲ ዜጋ ፖለቲካ ኢኮኖሚ ኖረ አይተኬ ሚና ጥበቃ ድርግ ,0
አካባቢ ነዋሪወች አማራጭ ስራ መስክ ፈጠረ አካባቢ ተንከባከበ ,1
ጠቅላላ ፕሮግራም አፍሪካ ተንቀሳቀሰ ጤና ማእከል ፋይናንስ ድርግ ነደፈ ,0
ወረርሽኝ ከሰተ ድርቅ ከሰተ አንደኛ ጤና ጉዳይ ,0
ዋጋ ጭማሬና ኑሮ ውድነት መጣ ቀውስ ቀላል ሚባል አደለ ,1
አልበላሽምን መጣ ,0
ዘራ አዝእርት በሽታ ተጠቃ እንኳን ተከላከለ ስፋት ተሰራ ,0
መጽሃፍ ቅዱስ ጸሃፊወች በየአረፍተ መለኮታዊ ስም ገባ ሞከረ ,0
ኢዮአብ መለሰ ከተማ ጠፋ ደመሰሰ ፈጸመ አሰበ ,0
ፍርድ ቤት መረመረ ቡድን ጠየቀ ቀና ፈቀደ ለወጠ ቀጠሮ ሰጠ ,0
አደሰ ዘመን መልካ አስተዳደር ሰፈነ ሰራ መንግስት አይነት አቋም ኖረ ,1
ስራ እውቀት ልምድ ገበየ ወልድያ ሃራ ገበያ መቀሌ ሰራ ,0
ጦርነት ለበለበ አካባቢ ፈረሰ ከተማ በተነ ቤተሰብ ቸገረ ,0
ተናገረ ስእል እርግጥ ገጠመ ሰፈረ ቸገረ አያሌወች ታላቅ ስኬት ,0
ስል ቀድሞ ስራወች ሰራ ያዘ ፈለገ ,0
ቀጠለ ድርድር አጀንዳወች በአስራ አምስት ቀና ገባ እንድሆኑ ውሳኔ ተላለፈ ጠቈመ ,1
ፖለቲካ ወግ ገባ ንባብ አፕታይታችሁን ለም ቀልድ ከፈተ ,1
ኢትዮጵያ ሸጠ ሴራ ዘርፍ የተሳተሁ ሃገር ንግር ,1
ወላፈን ገባ ተረፈ ገር ,1
﻿ ሚኒስትር ምክር ቤት ቀጠለ አመት በጀት ጸደቀ ወከለ ምክር ቤት ተላለፈ ,0
አንዱ ግድግዳ ፈረሰ ፈረሰ አንዱ ልብ ፈረሰ ልብ ፈረሰ ,0
ወረቀት ቀረ ሰላም ድርድር ተቃራኒ ሰላም መሬት ሰፈነ ፈተነ ወሰደ ,1
ባክስሌይ ህግ ረቂቅ ደገፈ ፍሎሪዳውያን ፃፈ ያለው በላይ ኢ ሜይል ከምሮ ያዘ ,1
ኢንስቲትዩት መነመነ ዛፍ ዝርያወች መልሰው እንድያገግሙም ምርምር ተካሄደ ቈየ ,1
ማለደ ጉቦ ፍትህ ተገኘ ሞከረ ይልቅ መብት ህጋዊ ነገደ ከበረ ኰራ ,1
አብዛኛወቹ ሸቀጥ በመጋዘው ተበላሸ አገልግሎት ተናገረ ,1
አወቀ ብሄራዊ ባንክ ስራወች ሰራ ሰነድ ሰነድ ,1
ክርስቶስ ተካ ሰራ መጠን አምላክ ረቀቀ ለመነ ,1
ሃገር ወሰነ ኩባንያወች ኢትዮጵያ ገባ ኢንቨስት ድርግ ተገኘ ,0
እንድያውም አስተማረ መሃል ጽጌረዳ ተመለከተ ፍዝዝ የጅኦግራፊ ማረ ,0
ድህነት ትግል አርበኝነት ህይወት አካል መስዋእትነት ጠየቀ ,0
ገረረ ገጠመ ግንቦት ቀን ግንቦት ቀደመ ተከተል የብዝሃነት ቀን ,1
ድጋፍ ፈለገ ነጋደወች ፓርቲ አባል ስም ድጋፍ ድርግ ቻለ ,0
ግዥ ባለሙያወች ደረሰኝ ጠየቀ ደረሰኝ ተቀበለ ጥንቃቄ ያዘ ,0
ያህዌ ነቢዩ ኢሳይያስ አምላክ አገልጋይ ወረሰ አደሰ ገነት ፃፈ ,1
ፓርቲወቹ ዛር ውይይት ድርድር አገር ውጭ ታዛቢወች እንድሳተፉም ሰማ ,1
ተከተለ ተጋ ሰጠ ቀጣ ስትራቴጅ ወጣ መከረ ,0
ምትሃታዊ ሃይል እንዳለ ተደረገ ቈጠረ ቁሳቁስ ተወገደ ኖረ ዳነ ,0
መንግስት ቅርብ መልካ አስተዳደር ተመለከተ ራስ መዋቅር ተጠና ይፋ ድርግ ጥናት ,1
ግብአት ቀረበ ምርት አርሶአደር ሽያጭ መልክ እንድያገኝ ተደረገ ,1
ባለስልጣን አቅም አገልግሎት ሰካ ንግድ ፈተነ ጉዳይ ,0
ዋና ምክንያት ኢትዮጵያ ስራ ፈጠረ ቻለ እምቅ አቅም ሃብት ሳለ ,1
መልክ ሃገር ምክትል ፕሬዚዳንት የእንኳን ደረሰ መልእክት ተላለፈ ,0
ሆቴል ክፍል ገጠመ መስኮት ዘጋ አገር ሰራ ወይ ,0
ገለጸ መንግስት ልማት ድርጅት ሚኒስቴር ሰራተኛ ጥልቅ ተሃድሶ ውይይት ,1
አጠቃላይ ውይይት ደረሰ ስምምነት ተገኘ ውጤት ሰአት ጋዜጠኛ ይፋ ,1
ጎርፍ ተከተለ አካባቢ ኖረ ቤት ትምህርት ቤት ጉዳት ደረሰ ,0
እርስ በር ጦርነት እአአ ነሃስ ደረሰ ሰላም ስምምነት አማካኝነት እልባት ,1
ክስ መለሰ እስር ፍርድ ቤት ፍርድ ሰጠ ፍርድ ቤት አምስት ጭብጥ ያዘ ,1
ጳውሎስ ታላቅ እውቀት አባት ምላሽ ዘመን ስልጣን ቀደመ ተቻለ ,0
ታሪክ መዝገብ ረዳ አፄ ቴወድሮስ አገር አንድነት ታገለ ቆራጥ ጀግና ,1
ቈየ ዳዊት ታላቅ ወንድ ኤልያብ ዳዊት ተናገረ ቃል ጆሮ ጥልቅ ,1
ሃገር እኮኖሚ ጐዳ መሰለ ህዝብ በቆራጥነት ተነሳ ግግም ጊዘ ስድ አደለ ,1
ኢየሱስ ሰወች መንፈሳዊ ፈውስ መጽናኛ ፈለገ አስተዋለ ,1
ሞግዚት ልጅ እንክብካቤ አያያዝ ግምት አከለ ዘመናዊ ,1
እርስ መጣ ፈለገ ረሳ አስተሳሰብ ቅርጽ ውሳኔ ያዘ ጀመረ ,0
አንድት ሴት ልጅ ርግዝ ወለደ ማሳዳግ ከበደ እንደት ሰራ ለወጠ ተሳነ ,0
ወረቀት ጠረጴዛ አነሳ ተጨራመተ ቅርብ ተገኘ ውሃ ባልድ ከተተ ,0
አንዳንድ ጉልምስና ደረጃ ደረሰ ጥረት ፈለገ ,0
ዳዊት ሰለሞን ሰጠ ስራ ወጣ ቻለ ያህዌ ረዳ ተገነዘበ ,0
እልቂት ተረፈ ህዝብ ካህን እጅግ መሪር ሃዘን መልእክት አፄ ዮሃንስ ሰደደ ,1
ሶስት ሳምንት ኢትዮጵያ አትሌት ማሃበር ይፋ ተቋቋመ ተንቀሳቀሰ ተገኘ ,1
ሰላም ዋጋ ገንዘብ ገዛ ድርድር ቀረበ ገባ ትኩረት ሰጠ ,1
ታሪካዊ ፖለቲካዊ ቧልታይ ወግ በጎ ጎን ነሳ ,1
ኳስ ተጫወተ አለመ ህልም ጀመረ ብሄራዊ ቡድን ደረጃ ተጫወተ ,1
ተጠቃሚወች ይልቅ አካል ጉዳት አለባቸው ዜጋ የመንቀሰቀቀስ እክል ፈጠረ ,1
አንተ አሰበ ችሎታ ስልጣን ሰጠ ቁጭ ,0
ምክንያት እጅ አሰረ ቀጣ ጨረሰ መፍትሄ ,0
ሌላውጉልህ ጠቀሰ ገባ ማሃሌተ ጽጌ ስርአተ በአል ,1
ታንጉት ከተተ ሰው ጠፍር ወንበር ዘፍ ፈዝዛ ወለል አይን ተከለ ,1
ሰኔ ወር አለቀ ዘጋ ሰራ ቤት ትምህርት ቤት ፍርድ ቤት ተገኘ ,0
ኢትዮጵያ ቀላ ሰቀለ ማህበር አወቀ ውጥእ በኢትዮ ጆብ ኔት አማካይነት ,1
በልዩ ሰለጠነ ሁለት ቁመተ ሎጋ ኮማንዶወችን ሃገር እንድገቡ ድርግ ,1
ለማ ውይ ተናገረ ጋገረ ጨከነ ገነጠለ አዋሽ ማዶ ገባ ዱር ,0
ስል ህዝብ ነገደ ጥያቄ አነሳ ,0
ሆስፒታል አምስት ደቂቃ መረመረ ውጤት አወቀ ድጅታል ራደ አነሳ ሰራ ገባ ,1
ህዝብ ልብ ግትር አመጸኛ ጀርባ ሰጠ ራስ ነገደ ,1
ተፈጥሮ ሃብት ድንቅ ስራወቻችሁ ተምሳሌት ንግግር ቋጨ ,1
ጠንክር ሰራ ረዳ ህይወት ስጦታ አድናቆት ፈለገ ,0
ያህዌ ጽድቅ ሰፈነ አደሰ መጣ ገባ ተስፋ እምነት ጣለ ፈለገ ,1
ኢትዮጵያ አየር ነገደ ገነባ ገና ስም የእነርሱ ትውልድ አሻራ ትልቅ ,1
ድል ተነሳ ወረሰ እኔ አምላክ እሱ ልጀ ,1
ጀመረ ዙር ተካሄደ አቀደ ፕሮጀክት መቶ ፕሮጀክት አከለ ,0
ገና አደገ ዘርፍ በቀለ ፈራ ለማ ጠበቀ ,0
ጸሃይ ሃይል መሰለ ሊሰማሩ ቻለ ባለሃብት ኢትዮዮጵያ እንድሄዱ በረታ ,0
አገር ተከላከለ ሰራዊት በአካል አእምሮ ዳበረ ፈለገ ,0
ክተት አዋጅ አስነግረው ሰራዊት ከተተ ጦር አለቃ መኳንንቶቻቸውን ሰበሰበ ,0
ጥራት ተያያዘ አማካሪ መሃንድሶቻችን ጥንካሬ እንዳለ ክፍተት ,0
ፍጹም አቋም ጸንተው ሰይጣን ክስ ሃሰተኛነት ረገጠ ድል ተነሳ ,0
ተፈራ ኢንፎርሜሽን ቴክኖሎጅ መሰረታዊ ግብአት አንዱ ትምህርት በፕላዝማ ሰጠ ,1
ሃገር እምቅ ተፈጥሮ ሃብት ኤሌክትሪክ ሃይል ማመንጫወቿ ቀዳሚነት ጠቀሰ ,1
ይሁን ትክክል አወቀ ድርግ ቀረ ውሎ አድሮ ተቆጭቸበታለሁ ,0
አፍሪካ መሪወችም ንግግር ጨበጨበ አሜን ተቀበለ ,0
ቱሪዝም ረዳ አገልግሎት ኢንፎርሜሽን ቴክኖሎጅን ገባ ጠቀመ ፈለገ ,0
ትምህርት ቤት ርእሰ መምህር በመገንዛበቸው ተቀመጠ ድርግ ,0
ዘርፍ ሃገር ኢንዱስትሪ ድርግ ሽግግር ምች ተደለደለ ፈጠረ ኖረ ካደመ ,1
ኤሲ ሚላን በባላቶሊ መራ በሴሪኤው ሶስተኛ ደረጃ ያዘ ጨረሰ ከባድ ፈተና ገጠመ ,0
ምርጫ እለት ደረጃ አወቀ መቶ መረጠ ድምጽ ሰጠ ,0
ዝርዝር ገባ ቻለ በሽታ አከለ ፍቅር ሸሸ ,1
ኢየሱስ ዘኬወስ ቤት ገባ ህዝብ ሃጢአተኛ ሰው ቤት ገድ ገባ ጕትምትም ,0
ፕሪሚየር ሊግ ለንደን ከተማ ቶትንሃም ከኤቨርተን ድርግ ግጥሚያ ተካሄደ ቀረ ,0
አሮን ወንድ ልጅ ስም በኩር ልጅ ናዳብ አቢሁ አልአዛር ኢታምር ,0
ትልቅ ዛፍ ቤት ግንባታ ቈረጠ ጫካ መነጠረ ምትኩ ቡና ተከለ ,0
ግጥም ሰማ አንዳንድ ባህል ወግ ወጣ ቃል ለም ጠቀመ ጠየቀ ,1
አብርሃ ቴክኖሎጅ እውን ከፍተኛ ሚና ተጫወተ ሰው ጸጋየ ደበበ ,1
ይሁን ጨረሰ ቀረበ መጣ ክስተት ዘመን ፈጸመ ,0
ድህነት ህዝብ ትስስር በጠሰ ህዝብ ላላስፈላጊ ግጭት ቀውስ እንድዳረጉ ድርግ ,1
እኔ አብዝቸ ተሳተፈ አድማስ ተሰኘ አምድ ጥር አዝናኝ ማረ ,1
ምንያህል ተሾመ አስር ገር ፍሬዘር ካሳ ስብስብ ዘለለ ተጫወተ ,1
እኔ ፍቅር ኖረ እናንተ ሰማ ፍቅር ኖረ ለመነ ,0
በረበረ ከእንግድህ ወድያ ፊደል ግድፈት ቃል ቀደመ ተከተል ዝብእ ከሰተ ግድ ,1
ደገመ ላቀ ክንፍ ክንፍ ላባወች ረጅም ታላቅ ንስር መጠጠ ,0
ሸሸ ጥር ምክንያት ሄሮድስ ኮከብ ቆጣሪወቹ ተታለለ አወቀ ,1
